;group;user;task_id;puzzle_difficulty;avg_complete_time;cum_this_puzzle_attempt;completed;timestamp;active_time;n_events;n_events_percentile1;n_events_percentile2;n_events_percentile3;n_check_solution;n_breaks;n_snapshot;n_rotate_view;n_manipulation_events;time_failed_submission_exit;avg_time_between_submissions
e6af7d42084352a39449e6d0a09b18cd~8b646f630d19b5df0e56ad347301a533~Boxes Obscure Spheres~1;e6af7d42084352a39449e6d0a09b18cd;8b646f630d19b5df0e56ad347301a533;Boxes Obscure Spheres;0.266198;4.97;1;0.0;2019-10-23 10:12:10.644692-04:00;496.09;177.0;43.0;92.0;130.0;2.0;5.0;0.0;109.0;38.0;404.89;21.59
e6af7d42084352a39449e6d0a09b18cd~8b646f630d19b5df0e56ad347301a533~Object Limits~1;e6af7d42084352a39449e6d0a09b18cd;8b646f630d19b5df0e56ad347301a533;Object Limits;0.257177;2.71;1;0.0;2019-10-23 10:19:39.725472-04:00;9.58;4.0;6.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~8b646f630d19b5df0e56ad347301a533~Object Limits~2;e6af7d42084352a39449e6d0a09b18cd;8b646f630d19b5df0e56ad347301a533;Object Limits;0.257177;2.71;2;1.0;2019-10-23 10:19:49.362199-04:00;353.12;128.0;15.0;26.0;38.0;9.0;0.0;6.0;22.0;44.0;NA;38.42
e6af7d42084352a39449e6d0a09b18cd~8b646f630d19b5df0e56ad347301a533~Bull Market~1;e6af7d42084352a39449e6d0a09b18cd;8b646f630d19b5df0e56ad347301a533;Bull Market;0.358579;7.9;1;0.0;2019-10-24 13:29:14.342489-04:00;0.82;4.0;5.0;3.0;3.0;0.0;2.0;0.0;0.0;0.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~8b646f630d19b5df0e56ad347301a533~Sandbox~2;e6af7d42084352a39449e6d0a09b18cd;8b646f630d19b5df0e56ad347301a533;Sandbox;1e-06;0.0;2;0.0;2019-10-24 13:32:40.229131-04:00;61.57;115.0;117.0;114.0;114.0;0.0;0.0;0.0;4.0;62.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~8b646f630d19b5df0e56ad347301a533~Sugar Cones~1;e6af7d42084352a39449e6d0a09b18cd;8b646f630d19b5df0e56ad347301a533;Sugar Cones;0.085909;1.44;1;1.0;2019-10-24 13:33:37.863981-04:00;61.15;39.0;30.0;31.0;38.0;2.0;1.0;1.0;1.0;15.0;NA;29.53
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Sugar Cones~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Sugar Cones;0.085909;1.44;1;0.0;2019-10-18 11:49:05.556184-04:00;109.35;61.0;14.0;19.0;32.0;1.0;1.0;0.0;0.0;6.0;4.77;36.02
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~1. One Box~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;1. One Box;2e-06;1.09;1;1.0;2019-10-18 11:50:55.059454-04:00;25.13;8.0;8.0;7.0;7.0;1.0;0.0;0.0;0.0;1.0;NA;15.19
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~2. Separated Boxes~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;2. Separated Boxes;0.111127;1.69;1;1.0;2019-10-18 11:51:15.777747-04:00;62.03;20.0;9.0;17.0;19.0;2.0;0.0;0.0;0.0;11.0;NA;28.29
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~3. Rotate a Pyramid~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-10-18 11:52:17.790992-04:00;21.96;11.0;13.0;10.0;10.0;1.0;0.0;0.0;0.0;2.0;NA;17.23
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~4. Match Silhouettes~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-10-18 11:52:40.014725-04:00;80.31;32.0;14.0;25.0;31.0;2.0;0.0;0.0;0.0;13.0;NA;36.81
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~5. Removing Objects~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;5. Removing Objects;0.106021;2.89;1;1.0;2019-10-18 11:54:00.774701-04:00;39.29;16.0;18.0;15.0;15.0;1.0;0.0;0.0;0.0;3.0;NA;29.87
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~6. Stretch a Ramp~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-10-18 11:54:40.474064-04:00;93.8;35.0;13.0;27.0;34.0;2.0;0.0;0.0;0.0;17.0;NA;43.13
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~7. Max 2 Boxes~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-10-18 11:56:13.871055-04:00;148.41;65.0;12.0;22.0;33.0;4.0;0.0;0.0;0.0;16.0;NA;35.22
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~8. Combine 2 Ramps~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-10-18 11:58:42.400161-04:00;89.59;39.0;15.0;27.0;38.0;1.0;0.0;0.0;5.0;20.0;NA;82.35
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~9. Scaling Round Objects~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;9. Scaling Round Objects;0.128647;2.57;1;1.0;2019-10-18 12:00:11.981040-04:00;98.84;43.0;18.0;34.0;42.0;3.0;0.0;0.0;0.0;13.0;NA;30.62
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Square Cross-Sections~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Square Cross-Sections;0.199714;3.2;1;1.0;2019-10-18 12:01:50.698289-04:00;45.64;23.0;25.0;22.0;22.0;1.0;0.0;0.0;0.0;7.0;NA;39.37
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Bird Fez~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Bird Fez;0.156674;3.63;1;1.0;2019-10-18 12:02:36.054568-04:00;53.29;28.0;30.0;27.0;27.0;2.0;0.0;0.0;0.0;10.0;NA;23.79
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Pi Henge~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Pi Henge;0.067346;2.22;1;0.0;2019-10-18 12:03:29.202549-04:00;257.93;147.0;21.0;40.0;58.0;4.0;0.0;0.0;6.0;59.0;148.96;63.62
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~45-Degree Rotations~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;45-Degree Rotations;0.096715;2.74;1;1.0;2019-10-18 12:07:46.978026-04:00;100.01;69.0;30.0;58.0;68.0;1.0;0.0;0.0;0.0;33.0;NA;93.82
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Pyramids are Strange~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Pyramids are Strange;0.1796;4.0;1;0.0;2019-10-18 12:09:28.115224-04:00;278.55;139.0;28.0;64.0;105.0;5.0;1.0;0.0;16.0;48.0;97.67;53.78
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Boxes Obscure Spheres~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Boxes Obscure Spheres;0.266198;4.97;1;0.0;2019-10-18 12:14:05.966439-04:00;100.16;44.0;40.0;43.0;43.0;2.0;0.0;0.0;0.0;15.0;19.85;44.94
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Object Limits~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Object Limits;0.257177;2.71;1;0.0;2019-10-18 12:15:46.961720-04:00;106.49;44.0;27.0;39.0;43.0;3.0;0.0;0.0;0.0;21.0;35.28;33.8
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Warm Up~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Warm Up;0.183971;0.93;1;1.0;2019-10-18 12:17:32.590411-04:00;34.9;14.0;7.0;11.0;13.0;1.0;0.0;0.0;0.0;4.0;NA;29.09
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Angled Silhouette~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Angled Silhouette;0.147673;2.21;1;1.0;2019-10-18 12:18:06.844861-04:00;37.28;21.0;22.0;20.0;20.0;1.0;0.0;0.0;0.0;8.0;NA;31.46
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Sugar Cones~2;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Sugar Cones;0.085909;1.44;2;1.0;2019-10-18 12:18:48.141441-04:00;121.7;56.0;8.0;20.0;31.0;3.0;0.0;0.0;0.0;18.0;NA;37.73
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Stranger Shapes~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Stranger Shapes;0.283971;4.31;1;0.0;2019-10-18 12:20:46.235980-04:00;120.26;63.0;41.0;62.0;62.0;3.0;0.0;0.0;3.0;29.0;32.86;38.0
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Tall and Small~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Tall and Small;0.266869;4.44;1;0.0;2019-10-18 12:22:46.756315-04:00;5.89;4.0;6.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Stranger Shapes~2;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Stranger Shapes;0.283971;4.31;2;0.0;2019-10-18 12:22:52.377742-04:00;98.21;41.0;35.0;40.0;40.0;3.0;0.0;0.0;0.0;11.0;37.36;30.64
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Ramp Up and Can It~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Ramp Up and Can It;0.206271;2.7;1;0.0;2019-10-18 12:24:32.932546-04:00;71.13;20.0;12.0;19.0;19.0;1.0;1.0;0.0;0.0;5.0;0.26;62.14
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Sandbox~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Sandbox;1e-06;0.0;1;0.0;2019-10-18 12:25:49.276337-04:00;111.48;90.0;49.0;82.0;89.0;0.0;1.0;0.0;8.0;43.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Orange Dance~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Orange Dance;0.647731;14.06;1;0.0;2019-10-24 12:59:30.920943-04:00;29.62;6.0;8.0;5.0;5.0;0.0;2.0;0.0;0.0;0.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Not Bird~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Not Bird;0.260197;3.92;1;1.0;2019-10-24 13:00:01.563638-04:00;84.2;33.0;23.0;32.0;32.0;1.0;0.0;0.0;0.0;9.0;NA;78.85
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Unnecessary~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Unnecessary;0.76;10.0;1;1.0;2019-10-24 13:01:27.130073-04:00;121.72;42.0;44.0;41.0;41.0;1.0;0.0;0.0;0.0;16.0;NA;113.85
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Zzz~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Zzz;0.234035;2.82;1;0.0;2019-10-24 13:03:28.884817-04:00;234.46;89.0;16.0;33.0;49.0;1.0;0.0;0.0;0.0;37.0;2.51;86.02
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Bull Market~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Bull Market;0.358579;7.9;1;0.0;2019-10-24 13:07:23.412844-04:00;134.34;55.0;51.0;54.0;54.0;1.0;0.0;0.0;3.0;21.0;2.21;124.85
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Zzz~2;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Zzz;0.234035;2.82;2;0.0;2019-10-24 13:09:37.480611-04:00;39.56;18.0;20.0;17.0;17.0;0.0;0.0;0.0;0.0;6.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Bear Market~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Bear Market;1.0;20.76;1;0.0;2019-10-24 13:10:17.167510-04:00;528.98;247.0;134.0;246.0;246.0;4.0;0.0;0.0;15.0;92.0;158.61;131.25
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Few Clues~1;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Few Clues;0.324041;5.26;1;0.0;2019-10-24 13:19:05.584379-04:00;7.75;5.0;7.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Orange Dance~2;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Orange Dance;0.647731;14.06;2;0.0;2019-10-24 13:19:13.450260-04:00;381.84;248.0;124.0;247.0;247.0;0.0;0.0;0.0;8.0;96.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~73002223a76a57543bc0d9e92c685d21~Sandbox~2;e6af7d42084352a39449e6d0a09b18cd;73002223a76a57543bc0d9e92c685d21;Sandbox;1e-06;0.0;2;0.0;2019-10-24 13:25:34.439649-04:00;426.46;334.0;145.0;200.0;202.0;0.0;3.0;0.0;27.0;148.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ecc47748b7ef0ae450de9371e64b0b5b~1. One Box~1;e6af7d42084352a39449e6d0a09b18cd;ecc47748b7ef0ae450de9371e64b0b5b;1. One Box;2e-06;1.09;1;1.0;2019-10-18 11:49:28.086264-04:00;37.89;9.0;8.0;8.0;8.0;1.0;0.0;0.0;0.0;1.0;NA;19.27
e6af7d42084352a39449e6d0a09b18cd~ecc47748b7ef0ae450de9371e64b0b5b~2. Separated Boxes~1;e6af7d42084352a39449e6d0a09b18cd;ecc47748b7ef0ae450de9371e64b0b5b;2. Separated Boxes;0.111127;1.69;1;1.0;2019-10-18 11:50:12.791726-04:00;58.8;13.0;11.0;12.0;12.0;1.0;1.0;0.0;0.0;5.0;NA;35.96
e6af7d42084352a39449e6d0a09b18cd~ecc47748b7ef0ae450de9371e64b0b5b~3. Rotate a Pyramid~1;e6af7d42084352a39449e6d0a09b18cd;ecc47748b7ef0ae450de9371e64b0b5b;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-10-18 11:50:57.877966-04:00;93.26;35.0;7.0;22.0;31.0;3.0;0.0;0.0;0.0;25.0;NA;27.64
e6af7d42084352a39449e6d0a09b18cd~ecc47748b7ef0ae450de9371e64b0b5b~4. Match Silhouettes~1;e6af7d42084352a39449e6d0a09b18cd;ecc47748b7ef0ae450de9371e64b0b5b;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-10-18 11:52:26.894774-04:00;50.13;11.0;10.0;10.0;10.0;1.0;1.0;0.0;0.0;3.0;NA;37.64
e6af7d42084352a39449e6d0a09b18cd~ecc47748b7ef0ae450de9371e64b0b5b~5. Removing Objects~1;e6af7d42084352a39449e6d0a09b18cd;ecc47748b7ef0ae450de9371e64b0b5b;5. Removing Objects;0.106021;2.89;1;1.0;2019-10-18 11:54:17.062295-04:00;351.8;143.0;12.0;30.0;47.0;3.0;1.0;0.0;14.0;64.0;NA;115.61
e6af7d42084352a39449e6d0a09b18cd~ecc47748b7ef0ae450de9371e64b0b5b~6. Stretch a Ramp~1;e6af7d42084352a39449e6d0a09b18cd;ecc47748b7ef0ae450de9371e64b0b5b;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-10-18 12:00:11.128692-04:00;58.35;25.0;18.0;24.0;24.0;2.0;0.0;0.0;1.0;12.0;NA;25.64
e6af7d42084352a39449e6d0a09b18cd~ecc47748b7ef0ae450de9371e64b0b5b~7. Max 2 Boxes~1;e6af7d42084352a39449e6d0a09b18cd;ecc47748b7ef0ae450de9371e64b0b5b;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-10-18 12:01:09.516743-04:00;26.49;13.0;15.0;12.0;12.0;2.0;0.0;0.0;0.0;3.0;NA;9.89
e6af7d42084352a39449e6d0a09b18cd~ecc47748b7ef0ae450de9371e64b0b5b~8. Combine 2 Ramps~1;e6af7d42084352a39449e6d0a09b18cd;ecc47748b7ef0ae450de9371e64b0b5b;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-10-23 10:09:15.191082-04:00;348.89;144.0;24.0;48.0;83.0;7.0;3.0;0.0;10.0;66.0;NA;35.5
e6af7d42084352a39449e6d0a09b18cd~ecc47748b7ef0ae450de9371e64b0b5b~9. Scaling Round Objects~1;e6af7d42084352a39449e6d0a09b18cd;ecc47748b7ef0ae450de9371e64b0b5b;9. Scaling Round Objects;0.128647;2.57;1;1.0;2019-10-23 10:13:36.326573-04:00;235.63;79.0;14.0;18.0;18.0;4.0;1.0;1.0;0.0;27.0;NA;100.37
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~1. One Box~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;1. One Box;2e-06;1.09;1;1.0;2019-10-18 11:50:19.891044-04:00;64.33;10.0;3.0;4.0;5.0;1.0;1.0;0.0;0.0;1.0;NA;55.59
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~2. Separated Boxes~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;2. Separated Boxes;0.111127;1.69;1;1.0;2019-10-18 11:51:22.420307-04:00;214.14;112.0;15.0;29.0;46.0;2.0;0.0;0.0;70.0;19.0;NA;103.5
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~3. Rotate a Pyramid~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-10-18 11:54:56.700784-04:00;171.93;73.0;11.0;21.0;30.0;3.0;0.0;0.0;24.0;26.0;NA;54.95
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~4. Match Silhouettes~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-10-18 11:57:48.465584-04:00;235.75;101.0;15.0;28.0;42.0;1.0;0.0;0.0;29.0;43.0;NA;226.51
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~5. Removing Objects~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;5. Removing Objects;0.106021;2.89;1;1.0;2019-10-18 12:01:44.270184-04:00;100.4;50.0;23.0;43.0;49.0;1.0;0.0;0.0;20.0;6.0;NA;94.14
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~6. Stretch a Ramp~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-10-18 12:03:24.202539-04:00;60.62;36.0;24.0;35.0;35.0;2.0;0.0;0.0;10.0;6.0;NA;27.67
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~7. Max 2 Boxes~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-10-18 12:04:24.532287-04:00;25.39;16.0;18.0;15.0;15.0;2.0;0.0;0.0;0.0;3.0;NA;10.11
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~8. Combine 2 Ramps~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;8. Combine 2 Ramps;0.068608;2.02;1;0.0;2019-10-18 12:04:50.113560-04:00;422.7;272.0;19.0;38.0;58.0;0.0;0.0;2.0;108.0;71.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~8. Combine 2 Ramps~2;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;8. Combine 2 Ramps;0.068608;2.02;2;1.0;2019-10-18 12:11:52.485453-04:00;40.06;30.0;25.0;29.0;29.0;1.0;0.0;0.0;2.0;8.0;NA;35.95
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~9. Scaling Round Objects~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;9. Scaling Round Objects;0.128647;2.57;1;1.0;2019-10-18 12:12:32.253697-04:00;57.73;61.0;39.0;60.0;60.0;1.0;0.0;3.0;28.0;9.0;NA;54.56
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Sandbox~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;Sandbox;1e-06;0.0;1;0.0;2019-10-18 12:13:29.969351-04:00;103.52;209.0;55.0;123.0;208.0;0.0;0.0;0.0;25.0;110.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Square Cross-Sections~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;Square Cross-Sections;0.199714;3.2;1;1.0;2019-10-18 12:15:12.936455-04:00;116.69;146.0;70.0;135.0;145.0;1.0;0.0;4.0;77.0;25.0;NA;114.41
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Bird Fez~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;Bird Fez;0.156674;3.63;1;1.0;2019-10-18 12:17:12.564596-04:00;198.33;174.0;49.0;107.0;153.0;1.0;0.0;2.0;83.0;48.0;NA;191.32
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Pi Henge~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;Pi Henge;0.067346;2.22;1;1.0;2019-10-18 12:20:28.807846-04:00;57.86;41.0;26.0;40.0;40.0;1.0;0.0;0.0;2.0;20.0;NA;53.74
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~45-Degree Rotations~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;45-Degree Rotations;0.096715;2.74;1;1.0;2019-10-18 12:21:26.386059-04:00;321.83;242.0;31.0;58.0;94.0;2.0;0.0;6.0;136.0;36.0;NA;159.41
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Pyramids are Strange~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;Pyramids are Strange;0.1796;4.0;1;1.0;2019-10-18 12:26:49.255055-04:00;157.43;98.0;44.0;88.0;97.0;3.0;0.0;3.0;19.0;35.0;NA;50.73
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Boxes Obscure Spheres~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;Boxes Obscure Spheres;0.266198;4.97;1;1.0;2019-10-23 10:07:55.732349-04:00;566.26;325.0;73.0;146.0;183.0;1.0;4.0;6.0;181.0;54.0;NA;689.78
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Pi Henge~2;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;Pi Henge;0.067346;2.22;2;1.0;2019-10-23 10:19:35.037631-04:00;117.77;37.0;12.0;23.0;32.0;1.0;0.0;0.0;2.0;12.0;NA;107.8
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Object Limits~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;Object Limits;0.257177;2.71;1;1.0;2019-10-23 10:21:33.066597-04:00;309.21;127.0;14.0;25.0;38.0;3.0;0.0;6.0;54.0;42.0;NA;100.72
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Warm Up~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;Warm Up;0.183971;0.93;1;1.0;2019-10-23 10:26:40.571954-04:00;43.06;26.0;10.0;17.0;25.0;1.0;0.0;0.0;3.0;6.0;NA;38.03
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Angled Silhouette~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;Angled Silhouette;0.147673;2.21;1;1.0;2019-10-23 10:27:23.297262-04:00;54.31;36.0;23.0;35.0;35.0;1.0;0.0;0.0;4.0;15.0;NA;49.79
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Sugar Cones~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;Sugar Cones;0.085909;1.44;1;1.0;2019-10-24 13:01:22.239696-04:00;47.01;22.0;16.0;21.0;21.0;1.0;0.0;0.0;0.0;7.0;NA;34.52
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Stranger Shapes~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;Stranger Shapes;0.283971;4.31;1;1.0;2019-10-24 12:57:29.061971-04:00;230.52;141.0;31.0;85.0;121.0;3.0;2.0;3.0;16.0;70.0;NA;75.52
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Tall and Small~1;e6af7d42084352a39449e6d0a09b18cd;be92bec7a507e83c33700633c0a59255;Tall and Small;0.266869;4.44;1;1.0;2019-10-24 13:02:05.523165-04:00;308.81;117.0;27.0;51.0;76.0;6.0;0.0;5.0;31.0;33.0;NA;50.08
